ResponseId,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,religion_cat,religion_denom
R_2Pwndid205dTUkI,"Catholic,Some other world religion (Please describe below.),Spiritual but not religious",I'm more spiritual than anything.,Never,Somewhat important,Once a day,More than one religion/spirituality,More than one religion/spirituality
R_2YWI9v8Nboz3PBO,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_AFC88M2QR1prWIp,Spiritual but not religious,NA,Never,Not at all important,Once a day,Spiritual but not religious,New Age / Spiritual
R_2UY39WW7y4mAlYr,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_Z45OKxzJ2qsW5fr,"Agnostic,Atheist",I don’t believe in religion however I also know it is impossible to prove it doesn’t exist.,Seldom,Not at all important,Never,More than one non-religious identity,Non-religious
R_1rCRYK8RU0U9sEp,"Pagan, Wiccan, or other New Age faiths",NA,Never,Not too important,Seldom,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_3kjR8KKY24oSIn0,"Spiritual but not religious,Agnostic",N/A,Seldom,Not too important,Seldom,"Evangelical or ""born again""",Christian
R_ymaYvzvg6ZvzOBb,Buddhist,NA,Seldom,Very important,Once a day,Buddhist,Other World Religion
R_OvskkJGSKRqTqKJ,Catholic,No,A few times a year,Very important,A few times a month,Catholic,Christian
R_1LvQsn1q1IgRT2K,"Jewish,Atheist",NA,Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_25AURAGvOaME5wO,"Christian, no specific denomination",NA,Seldom,Not too important,Seldom,"Christian, no specific denomination",Christian
R_2WI5noHTk8YD0kh,"Evangelical or ""born again""",NA,Never,Somewhat important,Seldom,"Evangelical or ""born again""",Christian
R_1lhIu24pzECdSBJ,Catholic,NA,Never,Very important,Several times a day,Catholic,Christian
R_3DkGTYZxhI0yUsp,Protestant,NA,Never,Very important,A few times a week,Protestant,Christian
R_1Nqe9eECNwTf2MG,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_3kji66yjAQ1MVIU,"Agnostic,Nothing in particular,Something else (Please describe below.)","I’m a member of a Freethinkers group, we rely on this forum r the sense of community that people get from Churches and are building our group. We live in the Bible Belt and are often ostracized because people think atheists are immoral or not to be trusted. We like to give back to the community in ways that demonstrate compassion towards others without judgement. Community libraries,  donating supplies to local shelters or schools, we’ve even volunteered to help churches or religious institutions which have been vandalized. Our faith comes from hope and visualization of a better future, not from God.",Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_1mXHl4zlN59WC31,Protestant,NA,A few times a year,Somewhat important,Several times a day,Protestant,Christian
R_1erV5uHSnTdXCBw,"Evangelical or ""born again""",NA,Once a week,Very important,Once a day,"Evangelical or ""born again""",Christian
R_Tw5PILRlnSpSQ9z,Catholic,NA,Once a week,Very important,A few times a week,Catholic,Christian
R_4YPyT8mXR6bFfwt,Protestant,NA,A few times a year,Somewhat important,A few times a week,Protestant,Christian
R_3R2XlWbbvC8LyQE,"Evangelical or ""born again""",no,More than once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_21hQJ7xeyyon4jT,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_2OOxmBN76XhD7Bc,"Christian, no specific denomination",none,Seldom,Somewhat important,Once a day,"Christian, no specific denomination",Christian
R_1f88nrY8VWgAVGX,Catholic,NA,More than once a week,Very important,Once a day,Catholic,Christian
R_3oR4sRanVIPYetz,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1QzUVKgHT8VDIRS,Protestant,no,Once a week,Somewhat important,Several times a day,Protestant,Christian
R_UavwvNRBLRqWAiB,"Jewish,Atheist",NA,Never,Not at all important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_2TnJMgvRQeXZvMs,Protestant,No,A few times a year,Very important,A few times a month,Protestant,Christian
R_3IXLZGt8JcHuhpv,"Christian, no specific denomination",NA,Seldom,Somewhat important,Never,"Christian, no specific denomination",Christian
R_2slHgau1P8mQC3L,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_UT0L5QJSm8peuid,Atheist,NA,Seldom,Not too important,Seldom,Atheist,Non-religious
R_2EuAc4Vo6UZYIuW,"Christian, no specific denomination",NA,Never,Not too important,Seldom,"Christian, no specific denomination",Christian
R_23VIMEZvN8H8QpS,Atheist,no comments,Never,Not at all important,Never,Atheist,Non-religious
R_1K8vyMnyFF8qFGE,Protestant,NA,A few times a year,Somewhat important,A few times a week,Protestant,Christian
R_1ClSynOFoB93PpP,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_O1m5az3EhlKLDVf,Protestant,NA,Seldom,Very important,Once a day,Protestant,Christian
R_pSINsMynWVBTyXT,"Spiritual but not religious,Agnostic",NA,Seldom,Not at all important,Seldom,"Evangelical or ""born again""",Christian
R_3MmX0QgIqM1MxbL,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_3OiaLkjh4gH1oBV,"Christian, no specific denomination",NA,Seldom,Very important,A few times a week,"Christian, no specific denomination",Christian
R_2949I8uI3Mt5TGu,"Evangelical or ""born again""",NA,A few times a year,Very important,A few times a week,"Evangelical or ""born again""",Christian
R_yqd57yadA4aONfb,Protestant,NA,Never,Not too important,A few times a week,Protestant,Christian
R_3EhHa1bg51lfiV4,"Christian, no specific denomination",NA,A few times a year,Very important,A few times a month,"Christian, no specific denomination",Christian
R_3HgYfWn7qQRw7cd,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_1Kd2tN2FS7RUwgQ,"Christian, no specific denomination",N/A,Seldom,Somewhat important,A few times a month,"Christian, no specific denomination",Christian
R_3hEFwKY7NVgdtvC,Catholic,NA,Never,Very important,Several times a day,Catholic,Christian
R_ysvbBC8aPv52JI5,Nothing in particular,NA,Seldom,Not at all important,Never,Nothing in particular,Non-religious
R_273DtXOanOmX4Eg,Protestant,NA,Never,Somewhat important,A few times a month,Protestant,Christian
R_1DMiiLGRuxfPWA0,"Spiritual but not religious,Agnostic",NA,Seldom,Not at all important,A few times a week,"Evangelical or ""born again""",Christian
R_3LjcmmUhhsw0eG3,Protestant,no,Never,Not at all important,Never,Protestant,Christian
R_068NgQVgg2viHbb,"Christian, no specific denomination",NA,Seldom,Somewhat important,Seldom,"Christian, no specific denomination",Christian
R_273AteKV6j1icFm,Protestant,NA,Once a week,Somewhat important,Once a day,Protestant,Christian
R_1lbH1B5FShDUZGE,"Christian, no specific denomination,Spiritual but not religious","I am a Christian by my faith in Jesus Christ, but I attach to no religion. I have extensive exposure to Hindu and Buddhist teachings.",Seldom,Somewhat important,Several times a day,More than one religion/spirituality,More than one religion/spirituality
R_1pPt79TVwdsSYQL,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_27TmWbMB9C2pLOb,"Protestant,Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_2w5I3Cy6O0brlF4,Protestant,No,Seldom,Somewhat important,Once a day,Protestant,Christian
R_1DBhy3x8MI3aUOW,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2ya9MDfgFeFL9jn,Catholic,NA,Never,Not too important,Seldom,Catholic,Christian
R_SOBVUNOcmCJM8yl,"Evangelical or ""born again""",NA,Seldom,Somewhat important,A few times a month,"Evangelical or ""born again""",Christian
R_2OHd3FUBjZ0Gv7o,Protestant,NA,Once or twice a month,Very important,Several times a day,Protestant,Christian
R_3qdK0HEQ9HlQISO,Agnostic,NA,Seldom,Not too important,Seldom,Agnostic,Non-religious
R_2TsJSUk7BNMBsxj,"Hindu,Pagan, Wiccan, or other New Age faiths,Spiritual but not religious",NA,Seldom,Somewhat important,Once a week,More than one religion/spirituality,More than one religion/spirituality
R_2s4Mx2n7YPiPc4O,Agnostic,slowly leaning towards Muslim,Seldom,Not too important,Never,Agnostic,Non-religious
R_12a93jyFk8wRH1T,Atheist,NA,Never,Not at all important,NA,Atheist,Non-religious
R_3oWPHCsI7PKR8Cu,Catholic,NA,Never,Not too important,Several times a day,Catholic,Christian
R_3gLvUaqpJtOZyCD,"Pagan, Wiccan, or other New Age faiths",NA,Never,Very important,Several times a day,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_2v2mpRnmyVbRmGm,"Evangelical or ""born again""",NA,A few times a year,Very important,A few times a week,"Evangelical or ""born again""",Christian
R_24dbksiaTV4K4NU,Spiritual but not religious,NA,Seldom,Not at all important,Seldom,Spiritual but not religious,New Age / Spiritual
R_RLzlIGbAXH85kqJ,Atheist,I am an atheist but have had numerous spiritual experiences.,Never,Not at all important,Never,Atheist,Non-religious
R_24jh8W1Vx4ly7Gp,Nothing in particular,NA,Seldom,Somewhat important,Seldom,Nothing in particular,Non-religious
R_27QJWZ9Pon276ge,Protestant,NA,A few times a year,Somewhat important,A few times a month,Protestant,Christian
R_2QFYOXRyf5i01nj,Catholic,"I'm culturally Catholic, but personally I would best describe myself as spiritual rather than religious.",Never,Somewhat important,Several times a day,Catholic,Christian
R_3lQVDhQmL6fbH6g,"Christian, no specific denomination",NA,More than once a week,Very important,Several times a day,"Christian, no specific denomination",Christian
R_3phehUdtwamuPHb,Nothing in particular,NA,Never,Not too important,Seldom,Nothing in particular,Non-religious
R_2XoILcv6vFRvw5y,"Spiritual but not religious,Something else (Please describe below.)","I wish people would stop lumping Paganism with Wicca, they are not the same. Kind of like both are seafood, but cheap imitation crab with a bunch of added unhealthy ingredients is not genuine crab, to try and use an analogy.",Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_3NVriXObOLUmCCB,Protestant,NA,Seldom,Somewhat important,Once a day,Protestant,Christian
R_1LAO1XWRfGfHTfd,Spiritual but not religious,NA,Never,Not at all important,Once a week,Spiritual but not religious,New Age / Spiritual
R_1GZZn9PhcMPV6Rz,Protestant,NA,Once a week,Very important,Several times a day,Protestant,Christian
R_1IA8yLa8l59KDPq,Protestant,NA,Seldom,Somewhat important,A few times a month,Protestant,Christian
R_1dB1koxaTzweGLg,Catholic,NA,Never,Very important,A few times a week,Catholic,Christian
R_31sWZRM9l8wRa2k,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3HYSvKCVOpIjqJn,Catholic,NA,Never,Not at all important,Never,Catholic,Christian
R_eUS1bevdCBuKaHv,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_UuRSKbhtk1mg2xX,Atheist,I'm a former Anglican Christian.,Never,Not at all important,Seldom,Atheist,Non-religious
R_2ZQB03mv0iEgSu9,NA,NA,A few times a year,Very important,A few times a month,NA,Other
R_245wg0Pooi5fB9z,Buddhist,NA,Never,Not too important,Once a day,Buddhist,Other World Religion
R_28UtAhcjOl351xb,Catholic,NA,Seldom,Somewhat important,Once a day,Catholic,Christian
R_2zHHya7H5UlLCDS,Spiritual but not religious,"not religious but I am spiritual in the sense of knowing that there is a higher power, something traumatic happened to me and kickstarted my spiritual journey. Astrology is a big part of my spirituality",Never,NA,Several times a day,Spiritual but not religious,New Age / Spiritual
R_3hbDRkpczlKNrUy,Protestant,NA,Seldom,Somewhat important,Once a week,Protestant,Christian
R_pH8lgfaYLSQquYh,Nothing in particular,NA,Never,Not at all important,Seldom,Nothing in particular,Non-religious
R_2wQAIAc255ToDpF,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_1gBfgCbPOof4J3m,"Evangelical or ""born again"",Christian, no specific denomination",Everyone needs Jesus,A few times a year,Somewhat important,Several times a day,"Evangelical or ""born again""",Christian
R_21Gw3S2RdSzAAF0,Some other kind of Christianity (Please describe below.),NA,A few times a year,Very important,Several times a day,Some other kind of Christianity (Please describe below.),Christian
R_2uyam9exZzqb7Fu,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_27KxBDa291WGYf0,Atheist,I was raised in a not very religious Lutheran family but became Atheist at age 8,Never,Not at all important,Never,Atheist,Non-religious
R_3NR5HnigewSnM74,Agnostic,"I'm open to the possibility that there's something more to life than what meets the eye, but I believe that it's inherently unprovable, and I'd never base my entire life around something that can't be substantiated with definitive evidence.",Never,Not at all important,Never,Agnostic,Non-religious
R_DtV0qy4Ytq41Ve1,Protestant,NA,A few times a year,Somewhat important,Seldom,Protestant,Christian
R_1LYx4lhxxwqMlnH,Catholic,NA,Once a week,Very important,Several times a day,Catholic,Christian
R_3en9C5eSN60jecr,Atheist,No.,Seldom,Not at all important,Never,Atheist,Non-religious
R_1hAR9Iu9qw6CVtW,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_2PiEYF01LWilhG1,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_26hXeoAiVVODGQc,"Agnostic,Atheist,Nothing in particular","I was brought up as a Southern Baptist, but I became nonreligious in my late teens.",Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_CdW7YTUB8DUYQCZ,Catholic,NA,Seldom,Somewhat important,A few times a month,Catholic,Christian
R_2TNLjBFYymbmdiB,Catholic,NA,Once or twice a month,Somewhat important,Once a week,Catholic,Christian
R_269dJUocMV5AQuw,"Evangelical or ""born again""",NA,Seldom,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_1Kkbt0pXLloILo8,Catholic,NA,Once a week,Very important,A few times a week,Catholic,Christian
R_20ZKuvE6NLrJOvo,Protestant,NA,Never,NA,NA,Protestant,Christian
R_2Et94QnuTHDYdCB,NA,NA,A few times a year,Very important,Once a day,NA,Other
R_2R9DfSMbdVdH6DC,"Christian, no specific denomination",NA,Never,Somewhat important,Once a day,"Christian, no specific denomination",Christian
R_295nc8a3dTw1NRR,"Evangelical or ""born again""",NA,More than once a week,Very important,A few times a week,"Evangelical or ""born again""",Christian
R_1Kd3Z3BX38NelXN,Protestant,NA,Seldom,Not too important,Seldom,Protestant,Christian
R_1IShZnsJ4OnJ6Ir,"Protestant,Evangelical or ""born again"",Christian, no specific denomination",NA,Never,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_2sZOGi7NmIQmSXy,"Some other kind of Christianity (Please describe below.),Agnostic",no,Never,Not too important,Never,More than one religion/spirituality,More than one religion/spirituality
R_10ZcrkIxva0k3AE,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
